Name,Total return,Annualize volatility,Max Drawdown,Simplify Sharpe Ratio
GOOGL,116.65145238108055,28.355421322407253,-20.366458055508954,4.113902983656225
MSFT,9.869328394507308,24.4032552584649,-33.910089393448764,0.40442671643504924
